Security,Mean_Return,Std_Return,Min_Return,Max_Return,Num_Periods,Block_ID,Cluster_ID,Start_Price_Avg,End_Price_Avg
BTNY,8600.967581052259,0.0,8600.967581052259,8600.967581052259,10,0,33,0.00310000004246828,0.2697299987077713
BSSMF,8595.65202250715,0.0,8595.65202250715,8595.65202250715,10,0,61,0.0023000000743195305,0.20000000298023218
PUGE,8270.000335421622,0.0,8270.000335421622,8270.000335421622,10,0,52,9.999999747378752e-05,0.00837000012397763
CAMG,8253.33342149858,0.0,8253.33342149858,8253.33342149858,10,0,44,0.014999999664723799,1.252999985218048
BDCM,8229.411456198643,0.0,8229.411456198643,8229.411456198643,10,0,2,0.0051000001840293,0.4247999995946884
AVRI,8004.767951500605,0.0,8004.767951500606,8004.767951500606,10,0,4,0.0038800000213086395,0.31446499824523927
HYHY,7800.0002837623015,0.0,7800.0002837623015,7800.0002837623015,10,0,33,9.999999747378752e-05,0.007900000084191509
GYGC,7755.963412810318,0.0,7755.963412810318,7755.963412810318,10,0,56,0.0010899999753746588,0.08562999926507468
RINO,7742.028587582956,0.0,7742.028587582956,7742.028587582956,10,0,49,0.0006900000269524099,0.05410999936793809
GMPW,7595.103114043339,0.0,7595.10311404334,7595.10311404334,10,0,30,0.02201400008052582,1.694000005722046
HENI,7462.947630524698,0.0,7462.947630524698,7462.947630524698,10,0,3,0.004749999893829191,0.3592400044202805
MDAW,7400.000254658442,0.0,7400.000254658443,7400.000254658443,10,0,61,1.9999999494757503e-05,0.0015000000130385
ACCD,7345.454245362404,0.0,7345.454245362405,7345.454245362405,10,0,61,0.550000011920929,40.949999237060545
HYWI,7199.999999999998,0.0,7199.999999999998,7199.999999999998,10,0,62,9.999999747378752e-06,0.0007299999815586488
ZUKI,7197.143121334424,0.0,7197.143121334425,7197.143121334425,10,0,46,0.0055999998003244,0.40864000022411345
ILST,7067.500159164238,0.0,7067.500159164237,7067.500159164237,10,0,56,0.0001999999949475,0.01433499995619053
APSI,7012.149173890447,0.0,7012.149173890448,7012.149173890448,10,0,39,0.00399200008250771,0.2839170008897781
MWWC,6948.913243171612,0.0,6948.9132431716125,6948.9132431716125,10,0,15,9.199999767588452e-05,0.006485000019893
NHYF,6899.999927239874,0.0,6899.999927239874,6899.999927239874,10,0,20,9.999999747378752e-06,0.0006999999750405001
PDIV,6899.409666111428,0.0,6899.409666111427,6899.409666111427,10,0,59,0.05929099991917608,4.150019979476928
JPEX,6593.616708526117,0.0,6593.616708526118,6593.616708526118,10,0,34,0.00047000001941338994,0.03145999982953066
IBGR,6438.986324319735,0.0,6438.986324319735,6438.986324319735,10,0,37,0.00947000002488489,0.6192420065402985
SPOI,6284.99994300306,0.0,6284.99994300306,6284.99994300306,10,0,32,0.10000000149011609,6.3850000381469725
IONAF,6270.000270665591,0.0,6270.000270665591,6270.000270665591,10,0,15,9.999999747378752e-05,0.006370000109745849
PTZH,6249.999810010199,0.0,6249.999810010199,6249.999810010199,10,0,61,0.20000000298023218,12.699999809265137
PHIL,6145.000119689451,0.0,6145.000119689451,6145.000119689451,10,0,53,9.999999747378752e-05,0.006244999961927479
TNBI,6055.000228174054,0.0,6055.000228174054,6055.000228174054,10,0,20,0.0199999995529651,1.231000018119812
AXTG,6053.799748193983,0.0,6053.799748193983,6053.799748193983,10,0,2,0.0010000000474973997,0.06153800040483469
SHGI,6040.000063329987,0.0,6040.000063329987,6040.000063329987,10,0,10,0.0099999997764825,0.613999992609024
KAST,5962.074906276221,0.0,5962.074906276221,5962.074906276221,10,0,34,0.0029399999417364297,0.17822499871253963
APTY,5921.666627838327,0.0,5921.666627838327,5921.666627838327,10,0,61,0.00030000000115246,0.018064999952912282
TRYXF,5890.999838765092,0.0,5890.999838765092,5890.999838765092,10,0,61,0.0010000000474973997,0.059910001233220066
VMNT,5887.450107651598,0.0,5887.450107651598,5887.450107651598,10,0,61,0.0199999995529651,1.197489994764328
