simulation_id,start_timepoint,final_value,final_return,num_timepoints_active,max_concurrent_positions,avg_capital_utilization
521,3,16635.013122579985,0.6635013122579985,245,22,0.945826319631381
518,3,16635.013122579985,0.6635013122579985,245,22,0.945826319631381
520,3,17588.540012142254,0.7588540012142253,245,21,0.9431257163458232
519,3,16635.013122579985,0.6635013122579985,245,22,0.945826319631381
517,3,17588.540012142254,0.7588540012142253,245,21,0.9431257163458232
522,3,17588.540012142254,0.7588540012142253,245,21,0.9431257163458232
523,3,16635.013122579985,0.6635013122579985,245,22,0.945826319631381
524,3,16635.013122579985,0.6635013122579985,245,22,0.945826319631381
525,1,17515.41099777093,0.751541099777093,245,23,0.9471322888530675
528,1,17515.41099777093,0.751541099777093,245,23,0.9471322888530675
526,1,17515.41099777093,0.751541099777093,245,23,0.9471322888530675
527,3,16635.013122579985,0.6635013122579985,245,22,0.945826319631381
529,3,16635.013122579985,0.6635013122579985,245,22,0.945826319631381
530,3,16635.013122579985,0.6635013122579985,245,22,0.945826319631381
531,1,17515.41099777093,0.751541099777093,245,23,0.9471322888530675
532,1,17515.41099777093,0.751541099777093,245,23,0.9471322888530675
535,1,25781.7110743163,1.57817110743163,245,23,0.9453660357608652
534,1,25781.7110743163,1.57817110743163,245,23,0.9453660357608652
533,1,25781.7110743163,1.57817110743163,245,23,0.9453660357608652
538,1,17515.41099777093,0.751541099777093,245,23,0.9471322888530675
536,1,17515.41099777093,0.751541099777093,245,23,0.9471322888530675
537,1,17515.41099777093,0.751541099777093,245,23,0.9471322888530675
539,1,25781.7110743163,1.57817110743163,245,23,0.9453660357608652
540,1,25781.7110743163,1.57817110743163,245,23,0.9453660357608652
541,4,27339.528403257675,1.7339528403257676,244,23,0.9430904705844917
543,4,27339.528403257675,1.7339528403257676,244,23,0.9430904705844917
542,4,27339.528403257675,1.7339528403257676,244,23,0.9430904705844917
545,1,25781.7110743163,1.57817110743163,245,23,0.9453660357608652
546,1,25781.7110743163,1.57817110743163,245,23,0.9453660357608652
544,1,25781.7110743163,1.57817110743163,245,23,0.9453660357608652
547,4,27339.528403257675,1.7339528403257676,244,23,0.9430904705844917
548,4,27339.528403257675,1.7339528403257676,244,23,0.9430904705844917
550,3,14434.496558096906,0.44344965580969053,245,21,0.9454948612103791
549,3,14434.496558096906,0.44344965580969053,245,21,0.9454948612103791
551,3,14434.496558096906,0.44344965580969053,245,21,0.9454948612103791
553,4,27339.528403257675,1.7339528403257676,244,23,0.9430904705844917
552,4,27339.528403257675,1.7339528403257676,244,23,0.9430904705844917
555,3,14434.496558096906,0.44344965580969053,245,21,0.9454948612103791
554,4,27339.528403257675,1.7339528403257676,244,23,0.9430904705844917
556,3,14434.496558096906,0.44344965580969053,245,21,0.9454948612103791
557,5,13051.086820967552,0.3051086820967552,243,22,0.9475336483202023
559,5,13051.086820967552,0.3051086820967552,243,22,0.9475336483202023
558,5,13051.086820967552,0.3051086820967552,243,22,0.9475336483202023
561,3,14434.496558096906,0.44344965580969053,245,21,0.9454948612103791
562,5,13051.086820967552,0.3051086820967552,243,22,0.9475336483202023
560,3,14434.496558096906,0.44344965580969053,245,21,0.9454948612103791
563,3,14434.496558096906,0.44344965580969053,245,21,0.9454948612103791
564,5,13051.086820967552,0.3051086820967552,243,22,0.9475336483202023
565,5,15244.311678769487,0.5244311678769487,243,22,0.9454288781343686
