security,block,model_proba,position_size,final_value,pnl,return_pct,binding_constraint,capital_cap,volume_cap,security_limit,days_held
NXSGF,10,0.6093300677432997,578.746071890819,137.37792366488065,-441.3681482259384,-76.26283264160156,volume,49694938.695561975,578.746071890819,49694938.695561975,500
GRNBF,10,0.6091774092550685,191.42135178206453,18.719983567289347,-172.7013682147752,-90.22053527832033,volume,49685619.42184893,191.42135178206453,49685619.42184893,500
BWMG,8,0.6091476294002264,137.2466415728903,38.856772162406955,-98.38986941048334,-71.68836212158203,volume,49676300.11359561,137.2466415728903,49676300.11359561,500
VIVK,9,0.6090654804166644,29008.64900069313,44239.82305605599,15231.174055362859,52.50563049316406,volume,49671640.44962998,29008.64900069313,49671640.44962998,500
FSTTF,8,0.6087809354977017,263.6956700858492,80.400079914239,-183.2955901716102,-69.5102767944336,volume,49657666.02708527,263.6956700858492,49657666.02708527,500
INOTF,8,0.6079742875142401,101.5670042034386,0.03824105573607994,-101.52876314770252,-99.96234893798828,volume,49629717.072018474,101.5670042034386,49629717.072018474,500
NWGC,10,0.6077207577962628,320.4015013949122,320.40152470719255,2.331228034790911e-05,7.275958523678128e-06,volume,49625058.9026878,320.4015013949122,49625058.9026878,500
IDGC,8,0.6072413650181336,312.51575771302186,113.9763246469285,-198.53943306609335,-63.529415130615234,volume,49615742.56402647,312.51575771302186,49615742.56402647,500
MMMM,9,0.6071883348420368,69350.158908777,60.84646815879387,-69289.3124406182,-99.91226196289062,volume,49611084.37484185,69350.158908777,49611084.37484185,500
RNGG,9,0.6070108605406243,101.32988898826997,0.12467553098403528,-101.20521345728594,-99.87696075439452,volume,49606419.256726,101.32988898826997,49606419.256726,500
GWHP,11,0.6064445711234567,103307.46170975803,103307.46170975803,0.0,0.0,volume,49587758.74378048,103307.46170975803,49587758.74378048,500
EMOR,8,0.6064307609502378,313.9135682253603,123.93706292420703,-189.97650530115325,-60.51873016357422,volume,49583093.615544096,313.9135682253603,49583093.615544096,500
OMHE,9,0.605466573496204,400.0731857922143,80.01463715844284,-320.05854863377147,-80.0,volume,49541107.290437825,400.0731857922143,49541107.290437825,500
ABQQ,8,0.6054600093084969,49536442.11119794,2618044.352292165,-46918397.758905776,-94.71491241455078,capital,49536442.11119794,70034592.56468752,49536442.11119794,500
BLKCF,10,0.6046119943235603,3075.30906432481,3075.3092880830222,0.00022375821208697744,7.275958523678128e-06,volume,49508371.05415061,3075.30906432481,49508371.05415061,500
PAOG,9,0.6041492267883517,1299.2902087378488,1042.1389555064989,-257.15125323135,-19.791671752929688,volume,49480299.997103356,1299.2902087378488,49480299.997103356,500
DDDX,9,0.6033424804555757,271.92617971950517,97.48300022900605,-174.44317949049912,-64.15093231201172,volume,49433514.77344897,271.92617971950517,49433514.77344897,500
FWFW,10,0.6032681645108763,285.182237530231,122.60754004012057,-162.57469749011045,-57.007301330566406,volume,49424157.71127376,285.182237530231,49424157.71127376,500
PCLI,9,0.6031324469136784,174.52482835620998,89.87506704986572,-84.64976130634426,-48.50299072265625,volume,49396086.47597577,174.52482835620998,49396086.47597577,500
RGTLF,10,0.6025527993833548,2622.199916837877,160.07779074533437,-2462.1221260925427,-93.8952865600586,volume,49368015.21528284,2622.199916837877,49368015.21528284,500
CNBX,9,0.602532583817467,132407.01240178992,350.83736730302917,-132056.1750344869,-99.73503112792967,volume,49358657.88217299,132407.01240178992,49358657.88217299,500
GPFT,8,0.6021225322581368,3051.1790541318996,190.77527763776106,-2860.4037764941386,-93.74748992919922,volume,49339916.80471827,3051.1790541318996,49339916.80471827,500
SGDH,9,0.6018499038913117,341.4050953669851,264.15286115169954,-77.25223421528557,-22.62773323059082,volume,49330545.97995053,341.4050953669851,49330545.97995053,500
SNST,9,0.6017500937646236,202.15692354019288,32.31958212339046,-169.83734141680242,-84.01262664794922,volume,49321175.14745757,202.15692354019288,49321175.14745757,500
EESE,8,0.6017133655468773,120.96711510510846,171.60450858446865,50.637393479360185,41.8604621887207,volume,49311804.297980875,120.96711510510846,49311804.297980875,500
DTST,8,0.6013928664287538,10959.179370869446,10986.672290660685,27.49291979123882,0.2508665919303894,volume,49302433.45356792,10959.179370869446,49302433.45356792,500
EDXC,9,0.6008016188314,1797.8469909011365,270.76147386024263,-1527.0855170408938,-84.93968200683594,volume,49274321.14688903,1797.8469909011365,49274321.14688903,500
IMTL,8,0.6004556552353846,13992.29266264334,3831.2238551505616,-10161.068807492778,-72.6190414428711,volume,49255579.59476879,13992.29266264334,49255579.59476879,500
UAHC,8,0.5994429693961171,150.013662725789,159.32107331311187,9.307410587322863,6.204375267028809,volume,49236836.0104348,150.013662725789,49236836.0104348,500
ETST,9,0.599390351218875,2036.3744359267976,24591.75683862644,22555.38240269964,1107.62451171875,volume,49227464.21919855,2036.3744359267976,49227464.21919855,500
ATMH,9,0.5991993912678698,158.82523769301545,55.40563016149761,-103.41960753151784,-65.11534881591797,volume,49218094.68350053,158.82523769301545,49218094.68350053,500
CALA,10,0.599150174244745,193113.439966273,6326.132978216454,-186787.30698805655,-96.72413635253906,volume,49208725.188168705,193113.439966273,49208725.188168705,500
NSAV,8,0.5991091588174431,6386.854689826087,450.7314921859561,-5936.123197640131,-92.9428253173828,volume,49189948.84004367,6386.854689826087,49189948.84004367,500
RGXTF,9,0.5987523679884459,377.0764116394819,130.18454366366967,-246.8918679758122,-65.47528839111328,volume,49143005.0016695,377.0764116394819,49143005.0016695,500
IFMK,9,0.5986036051495719,41754.18361560374,308.37480442361993,-41445.80881118012,-99.2614517211914,volume,49124227.41694144,41754.18361560374,49124227.41694144,500
HUML,10,0.5985808329253747,691.9978031454107,655.8935818454466,-36.104221299964024,-5.217389583587647,volume,49114834.47999654,691.9978031454107,49114834.47999654,500
BYSI,9,0.5985724969399979,196599.88735521975,475710.9799063618,279111.09255114204,141.96910095214844,volume,49105441.52762968,196599.88735521975,49105441.52762968,500
BDPT,9,0.5983888053403096,46725.69778465679,14324.66756701368,-32401.03021764311,-69.34306335449219,volume,49077346.40385685,46725.69778465679,49077346.40385685,500
VYBE,8,0.5975907243850462,304.5278809871581,2.749212618204467,-301.7786683689536,-99.09722137451172,volume,49011768.434332445,304.5278809871581,49011768.434332445,500
RJDG,9,0.5971481696443943,369.7065969341684,888.1984930511752,518.4918961170068,140.24415588378906,volume,48983663.379225336,369.7065969341684,48983663.379225336,500
PUGE,11,0.5970409104479878,5243.804643781059,5243.804643781059,0.0,0.0,volume,48974295.07937216,5243.804643781059,48974295.07937216,500
FORW,9,0.596472774664231,2897.903972017331,1051.173034126422,-1846.730937890909,-63.72643661499024,volume,48946190.17981262,2897.903972017331,48946190.17981262,500
AMIH,8,0.5961385518506868,1906136.3573967353,826.605152545264,-1905309.75224419,-99.95663452148438,volume,48908716.24170753,1906136.3573967353,48908716.24170753,500
ABQQ,9,0.5958099365173298,5827894.990235589,2415927.0746114566,-3411967.915624133,-58.54545974731445,security_limit,48889598.210704535,70034592.56468752,48889598.210704535,500
CSKL,11,0.5956582444624916,103.56863545870888,100.6530671941927,-2.915568264516182,-2.8151073455810547,volume,48869797.84027335,103.56863545870888,48869797.84027335,500
BTDG,8,0.5954471532394643,3176.6246212738038,116.35982385956686,-3060.264797414237,-96.33699798583984,volume,48859897.654766195,3176.6246212738038,48859897.654766195,500
