Security,Block_ID,Cluster_ID,Forward_Periods,Start_Price_Avg,End_Price_Avg,Percent_Return,Initial_Prices_Count,End_Prices_Count
INNI,0,34,500,0.00596300009638067,0.0001999999949475,-96.64598370426167,10,10
INTU,0,34,500,260.33199920654295,540.4589904785156,107.6037491072024,10,10
INVA,0,34,500,10.889000034332275,16.91200008392334,55.312701171833545,10,10
IOSP,0,34,500,91.64300003051758,85.5629997253418,-6.634440495347289,10,10
IPUB,0,34,500,0.0027499999850987998,0.0015000000130385,-45.454544684857176,10,10
IPWR,0,34,500,2.8539999961853026,14.952000141143799,423.89629156022625,10,10
IQEPF,0,34,500,0.8359999775886535,0.5952000021934509,-28.803825580206667,10,10
IRNS,0,34,500,0.3000000119209289,4.983000183105469,1560.9999950329468,10,10
IRS,0,34,500,5.783902835845947,4.787210607528687,-17.23217447810887,10,10
IVSBF,0,34,500,49.8510009765625,21.61599998474121,-56.63878445509249,10,10
JHX,0,34,500,17.487999725341798,36.24400024414062,107.25069083583969,10,10
JPEX,0,34,500,0.00047000001941338994,0.03145999982953066,6593.616708526118,10,10
JSGRY,0,34,500,36.99099998474121,55.39699935913086,49.75804758449927,10,10
KAJMY,0,34,500,13.524999809265136,13.2310001373291,-2.17374991557955,10,10
KALU,0,34,500,100.90500030517578,111.53999938964844,10.539615531746014,10,10
KAST,0,34,500,0.0029399999417364297,0.17822499871253963,5962.074906276221,10,10
KCMH,0,34,500,0.0045939999399706504,9.999999747378752e-06,-99.78232477409561,10,10
KEWL,0,34,500,67.7599998474121,75.77399978637695,11.827036536321533,10,10
KKPNF,0,34,500,3.1800000429153443,3.1510000467300414,-0.9119495532684472,10,10
KKPNY,0,34,500,3.2679999589920046,3.181000065803528,-2.662175467569809,10,10
KMPR,0,34,500,74.02099990844727,67.7859992980957,-8.423286118889655,10,10
KUBTF,0,34,500,15.813000106811524,21.538999938964842,36.210711398697946,10,10
KUBTY,0,34,500,80.35299987792969,105.59199905395508,31.410151723479967,10,10
KYCCF,0,34,500,309.90050048828124,585.1700012207032,88.82512299873846,10,10
KYKOF,0,34,500,18.65099983215332,34.87000045776367,86.96048882939598,10,10
