Block_ID,Cluster_ID,Total_Securities,Top_Performers,Enrichment_Pct
6,66,142,4,2.8169014084507045
6,29,56,4,7.142857142857142
6,22,340,0,0.0
6,7,229,0,0.0
6,13,90,4,4.444444444444445
6,50,92,2,2.1739130434782608
6,17,78,3,3.8461538461538463
6,5,196,0,0.0
6,57,167,2,1.1976047904191618
6,31,96,2,2.083333333333333
6,69,178,1,0.5617977528089888
6,27,108,1,0.9259259259259258
6,65,134,1,0.7462686567164178
6,59,186,7,3.763440860215054
6,52,181,0,0.0
6,36,110,1,0.9090909090909091
6,54,104,3,2.8846153846153846
6,24,185,3,1.6216216216216217
6,49,178,0,0.0
6,15,90,3,3.3333333333333335
6,35,55,1,1.8181818181818181
6,40,228,6,2.631578947368421
6,38,401,2,0.4987531172069825
6,34,90,0,0.0
6,58,149,1,0.6711409395973155
6,62,74,5,6.756756756756757
6,30,66,0,0.0
6,11,152,1,0.6578947368421052
6,43,44,2,4.545454545454546
6,47,111,4,3.6036036036036037
6,61,78,2,2.564102564102564
6,70,100,0,0.0
6,20,52,2,3.8461538461538463
6,42,78,4,5.128205128205128
6,44,41,0,0.0
6,0,73,1,1.36986301369863
6,48,111,0,0.0
6,71,43,0,0.0
6,60,114,4,3.508771929824561
6,56,53,0,0.0
7,38,104,0,0.0
7,10,492,4,0.8130081300813009
7,68,6777,56,0.8263243323004279
7,41,259,4,1.5444015444015444
7,5,198,1,0.5050505050505051
7,2,352,2,0.5681818181818182
7,57,233,0,0.0
7,56,142,0,0.0
7,55,211,1,0.47393364928909953
7,0,459,6,1.3071895424836601
7,54,202,4,1.9801980198019802
7,20,409,2,0.4889975550122249
7,69,135,4,2.9629629629629632
7,4,152,0,0.0
7,12,213,3,1.4084507042253522
7,8,381,1,0.26246719160104987
7,14,99,0,0.0
7,27,72,0,0.0
7,51,111,0,0.0
7,58,139,1,0.7194244604316548
7,45,223,1,0.4484304932735426
7,42,276,0,0.0
7,29,130,1,0.7692307692307693
7,65,122,4,3.278688524590164
7,26,162,6,3.7037037037037033
7,22,178,1,0.5617977528089888
7,37,104,3,2.8846153846153846
7,62,110,1,0.9090909090909091
7,43,272,1,0.3676470588235294
7,17,171,1,0.5847953216374269
7,6,206,2,0.9708737864077669
7,28,143,1,0.6993006993006993
7,44,170,0,0.0
7,59,142,2,1.4084507042253522
7,15,300,5,1.6666666666666667
7,46,156,0,0.0
7,9,225,3,1.3333333333333335
